,REVIEWS,LABEL
2788,staff super nice quick even crazy crowds downtown juries lawyers court staff,1
2789,Great atmosphere friendly fast service,1
2790,received Pita huge lot meat thumbs,1
2791,food arrives meh,0
2792,Paying $7 85 hot dog fries looks like came kid's meal Wienerschnitzel not_idea good meal,0
2793,classic Maine Lobster Roll fantastic,1
2794,brother law works mall ate day guess sick night,0
2795,good going to review place twice - hereas tribute place tribute event held last night,1
2796,chips salsa really good salsa fresh,1
2797,place great ! ! ! ! ! ! ! ! ! ! ! ! ! !,1
2798,Mediocre food,0
2799,get inside impressed place,1
2800,super pissd,0
2801,service super friendly,1
2802,sad little vegetables overcooked ?,0
2803,place nice surprise !,1
2804,golden-crispy delicious,1
2805,high hopes place since burgers cooked charcoal grill unfortunately taste fell flat way flat,0
2806,could eat bruschetta day devine,1
2807,not_single employee came see OK even needed water refill finally served us food,0
2808,Lastly mozzarella sticks best thing ordered,1
2809,first time ever came amazing experience still tell people awesome duck,1
2810,server negligent needs made us feel unwelcome not_suggest place !,0
2811,service terrible though,0
2812,place overpriced not_consistent boba really OVERPRICED !,0
2813,packed ! !,0
2814,love place,1
2815,can say desserts yummy,1
2816,food terrible,0
2817,seasonal fruit fresh white peach puree,1
2818,kept getting worse worse now officially done,0
2819,place honestly blown,0
2820,definitely not_eat,0
2821,not_waste money !,0
2822,love put food nice plastic containers opposed cramming little paper takeout boxes,1
2823,crêpe delicate thin moist,1
2824,Awful service,0
2825,ever go,0
2826,Food quality horrible,0
2827,price can think place much rather gone,0
2828,service fair best,0
2829,love sushi found Kabuki over-priced over-hip under-services,0
2830,favor stay away dish,0
2831,poor service,0
2832,no_one table thought food average worth wait,0
2833,Best service food ever Maria server good friendly made day,1
2834,excellent,1
2835,paid bill not_tip felt server terrible job,0
2836,Just lunch great experience,1
2837,never bland food surprised considering article read focused much spices flavor,0
2838,Food way overpriced portions fucking small,0
2839,recently tried Caballero's back every week since !,1
2840,40 bucks head really expect better food,0
2841,food came good pace,1
2842,ate twice last visit especially enjoyed salmon salad,1
2843,back,0
2844,could not_believe dirty oysters !,0
2845,place deserves no_stars,0
2846,not_recommend place,0
2847,fact going round 4 stars just awesome,1
2848,disbelief dish qualified worst version foods ever tasted,0
2849,Bad day not_low tolerance rude customer service people job nice polite wash dishes otherwise ! !,0
2850,potatoes great biscuit,1
2851,probably not_go,0
2852,flavorful just perfect amount heat,1
2853,price reasonable service great,1
2854,Wife hated meal coconut shrimp friends really not_enjoy meals either,0
2855,fella got huevos rancheros didn't look appealing,0
2856,Went happy hour great list wines,1
2857,may say buffet pricey think get pay place getting quite lot !,1
2858,probably coming back,0
2859,Worst food service,0
2860,place pretty good nice little vibe restaurant,1
2861,Talk great customer service course will back,1
2862,Hot dishes not_hot cold dishes close room temp watched staff prepare food BARE HANDS no_gloves Everything deep fried oil,0
2863,love fries beans,1
2864,Always pleasure dealing,1
2865,plethora salads sandwiches everything tried gets seal approval,1
2866,place awesome want something light healthy summer,1
2867,sushi Strip place go,1
2868,service great even manager came helped table,1
2869,feel dining room college cooking course high class dining service slow best,0
2870,started review two stars editing give one,0
2871,worst sushi ever eat besides Costco's,0
2872,excellent restaurant highlighted great service unique menu beautiful setting,1
2873,boyfriend sat bar completely delightful experience,1
2874,Weird vibe owners,0
2875,hardly meat,0
2876,better bagels grocery store,0
2877,Go Place Gyros,1
2878,love owner chef one authentic Japanese cool dude !,1
2879,Now burgers aren't good pizza used amazing doughy flavorless,0
2880,found six inch long piece wire salsa,0
2881,service terrible food mediocre,0
2882,definately enjoyed,1
2883,ordered Albondigas soup - just warm - tasted like tomato soup frozen meatballs,0
2884,three different occasions asked well done medium well three times got bloodiest piece meat plate,0
2885,two bites refused eat anymore,0
2886,service extremely slow,0
2887,20 minutes wait got table,0
2888,Seriously killer hot chai latte,1
2889,no_allergy warnings menu waitress absolutely no_clue meals not_contain peanuts,0
2890,boyfriend tried Mediterranean Chicken Salad fell love,1
2891,rotating beers tap also highlight place,1
2892,Pricing bit concern Mellow Mushroom,0
2893,Worst Thai ever,0
2894,stay Vegas must get breakfast least,1
2895,want first say server great perfect service,1
2896,pizza selections good,1
2897,strawberry tea good,1
2898,Highly unprofessional rude loyal patron !,0
2899,Overall great experience,1
2900,Spend money elsewhere,0
2901,regular toasted bread equally satisfying occasional pats butter Mmmm !,1
2902,Buffet Bellagio far anticipated,0
2903,drinks WEAK people !,0
2904,-My order not_correct,0
2905,Also feel like chips bought not_made house,0
2906,disappointing dinner went elsewhere dessert,0
2907,chips sals amazing ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,1
2908,returning,0
2909,new fav Vegas buffet spot,1
2910,seriously cannot_believe owner many unexperienced employees running around like chickens heads cut,0
2911,sad,0
2912,felt insulted disrespected could talk judge another human like ?,0
2913,can call steakhouse can't properly cook steak don't understand !,0
2914,not_impressed concept food,0
2915,thing wasn't crazy guacamole don't like puréed,0
2916,really nothing_postinos hope experience better,0
2917,got food poisoning buffet,0
2918,brought fresh batch fries thinking yay something warm no_!,0
2919,hilarious yummy Christmas Eve dinner remember biggest fail entire trip us,0
2920,Needless say going back anytime soon,0
2921,place disgusting !,0
2922,Every time eat see caring teamwork professional degree,1
2923,RI style calamari joke,0
2924,However much garlic fondue barely edible,0
2925,could barely stomach meal didn't complain business lunch,0
2926,bad lost heart finish,0
2927,also took forever bring us check asked,0
2928,aren't ones make scene restaurants just don't get definitely lost love one !,0
2929,Disappointing experience,0
2930,food par Denny's say not_good,0
2931,want wait mediocre food downright terrible service place,0
2932,WAAAAAAyyyyyyyyyy rated saying,0
2933,going back,0
2934,place fairly clean food simply wasn't worth,0
2935,place lacked style ! !,0
2936,sangria half glass wine full $12 ridiculous,0
2937,Don't bother coming,0
2938,meat pretty dry sliced brisket pulled pork,0
2939,building seems pretty neat bathroom pretty trippy wouldn't eat,0
2940,equally awful,0
2941,Probably not_hurry go back,0
2942,slow seating even reservation,0
2943,not_good stretch imagination,0
2944,cashew cream sauce bland vegetables undercooked,0
2945,chipolte ranch dipping sause tasteless seemed thin watered no_heat,0
2946,bit sweet not_really spicy enough lacked flavor,0
2947,disappointed ! !,0
2948,place horrible way overpriced,0
2949,Maybe just Vegetarian fare twice thought average best,0
2950,wasn't busy now know,0
2951,tables outside also dirty lot time workers not_always friendly helpful menu,0
2952,ambiance not_feel like buffet setting douchey indoor garden tea biscuits,0
2953,Con: spotty service,0
2954,fries not_hot neither burger,0
2955,came back cold,0
2956,food came disappointment ensued,0
2957,real disappointment waiter,0
2958,husband said rude not_even apologize bad food anything,0
2959,reason eat fill night binge drinking just get carbs stomach,0
2960,Insults profound deuchebaggery go outside smoke break serving just solidify,0
2961,someone orders two tacos don't' think may part customer service ask combo ala cart ?,0
2962,quite disappointed although blame needs placed door,0
2963,rave reviews couldn't wait eat disappointment !,0
2964,Del Taco pretty nasty avoided possible,0
2965,not_hard make decent hamburger,0
2966,don't like,0
2967,Hell no_will go back,0
2968,gotten much better service pizza place next door services received restaurant,0
2969,don't know big deal place back ya'all,0
2970,immediately said wanted talk manager not_want talk guy shots fireball behind bar,0
2971,ambiance much better,0
2972,Unfortunately set us disapppointment entrees,0
2973,food wasn't good,0
2974,servers suck wait correction server Heimer sucked,0
2975,happened next pretty putting,0
2976,bad cause know family owned really wanted like place,0
2977,Overpriced getting,0
2978,vomited bathroom mid lunch,0
2979,kept looking time soon become 35 minutes yet still no_food,0
2980,places eat no_circumstances ever return tops list,0
2981,started tuna sashimi brownish color obviously wasn't fresh,0
2982,Food average,0
2983,sure beat nachos movies expect little bit coming restaurant,0
2984,Ha Long Bay bit flop,0
2985,problem charge $11 99 sandwich no_bigger Subway sub offers better amount vegetables,0
2986,Shrimp- unwrapped live 1 2 mile Brushfire literally ice cold,0
2987,lacked flavor seemed undercooked dry,0
2988,really impressive place hasn't closed,0
2989,avoid place staying Mirage,0
2990,refried beans came meal dried crusty food bland,0
2991,Spend money time place else,0
2992,lady table next us found live green caterpillar salad,0
2993,presentation food awful,0
2994,can't tell disappointed,0
2995,think food flavor texture lacking,0
2996,Appetite instantly gone,0
2997,Overall not_impressed not_go back,0
2998,whole experience underwhelming think just go Ninja Sushi next time,0
2999,hadn't wasted enough life poured salt wound drawing time took bring check,0
