,REVIEW,LABEL
2913,can call steakhouse can't properly cook steak don't_understand !,0
2914,not_impressed concept food,0
2915,thing wasn't crazy guacamole don't_like puréed,0
2916,really nothing_postinos hope experience better,0
2917,got food poisoning buffet,0
2918,brought fresh batch fries thinking yay something warm !,0
2919,hilarious yummy christmas eve dinner remember biggest fail entire trip us,0
2920,needless say going back anytime soon,0
2921,place disgusting !,0
2922,every time eat see caring teamwork professional degree,1
2923,ri style calamari joke,0
2924,however much garlic fondue barely edible,0
2925,could barely stomach meal didn't_complain business lunch,0
2926,bad lost heart finish,0
2927,also took forever bring us check asked,0
2928,aren't ones make scene restaurants just don't_get definitely lost love one !,0
2929,disappointing experience,0
2930,food par denny's say not_good,0
2931,want wait mediocre food downright terrible service place,0
2932,waaaaaayyyyyyyyyy rated saying,0
2933,going back,0
2934,place fairly clean food simply wasn't worth,0
2935,place lacked style ! !,0
2936,sangria half glass wine full 12 ridiculous,0
2937,don't_bother coming,0
2938,meat pretty dry sliced brisket pulled pork,0
2939,building seems pretty neat bathroom pretty trippy wouldn't eat,0
2940,equally awful,0
2941,probably not_hurry go back,0
2942,slow seating even reservation,0
2943,not_good stretch imagination,0
2944,cashew cream sauce bland vegetables undercooked,0
2945,chipolte ranch dipping sause tasteless seemed thin watered no_heat,0
2946,bit sweet not_really spicy enough lacked flavor,0
2947,disappointed ! !,0
2948,place horrible way overpriced,0
2949,maybe just vegetarian fare twice thought average best,0
2950,wasn't busy now know,0
2951,tables outside also dirty lot time workers not_always friendly helpful menu,0
2952,ambiance not_feel like buffet setting douchey indoor garden tea biscuits,0
2953,con spotty service,0
2954,fries not_hot neither burger,0
2955,came back cold,0
2956,food came disappointment ensued,0
2957,real disappointment waiter,0
2958,husband said rude not_even apologize bad food anything,0
2959,reason eat fill night binge drinking just get carbs stomach,0
2960,insults profound deuchebaggery go outside smoke break serving just solidify,0
2961,someone orders two tacos don't' think may part customer service ask combo ala cart ?,0
2962,quite disappointed although blame needs placed door,0
2963,rave reviews couldn't wait eat disappointment !,0
2964,del taco pretty nasty avoided possible,0
2965,not_hard make decent hamburger,0
2966,don't_like,0
2967,hell no_will go back,0
2968,gotten much better service pizza place next door services received restaurant,0
2969,don't_know big deal place back ya'all,0
2970,immediately said wanted talk manager not_want talk guy shots fireball behind bar,0
2971,ambiance much better,0
2972,unfortunately set us disapppointment entrees,0
2973,food wasn't good,0
2974,servers suck wait correction server heimer sucked,0
2975,happened next pretty putting,0
2976,bad cause know family owned really wanted like place,0
2977,overpriced getting,0
2978,vomited bathroom mid lunch,0
2979,kept looking time soon become 35 minutes yet still no_food,0
2980,places eat no_circumstances ever return tops list,0
2981,started tuna sashimi brownish color obviously wasn't fresh,0
2982,food average,0
2983,sure beat nachos movies expect little bit coming restaurant,0
2984,all ha long bay bit flop,0
2985,problem charge 11 99 sandwich no_bigger subway sub offers better amount vegetables,0
2986,shrimp unwrapped live 12 mile brushfire literally ice cold,0
2987,lacked flavor seemed undercooked dry,0
2988,really impressive place hasn't_closed,0
2989,avoid place staying mirage,0
2990,refried beans came meal dried crusty food bland,0
2991,spend money time place else,0
2992,lady table next us found live green caterpillar salad,0
2993,presentation food awful,0
2994,can't tell disappointed,0
2995,think food flavor texture lacking,0
2996,appetite instantly gone,0
2997,overall not_impressed not_go back,0
2998,whole experience underwhelming think just go ninja sushi next time,0
2999,hadn't wasted enough life poured salt wound drawing time took bring check,0
